indicator_name,entity_name,year,value_label,value,female_pop,width,female_pop_annot
Can a woman work at night in the same way as a man?,Chad,2021,yes,1,8556210.0,1.0,8.55621
Can a woman work in a job deemed dangerous in the same way as a man?,Somalia,2021,yes,1,8509953.0,1.0,8.509953
Can a woman work at night in the same way as a man?,Somalia,2021,no,-1,8509953.0,1.0,8.509953
Does the law mandate equal remuneration for work of equal value?,Somalia,2021,yes,1,8509953.0,1.0,8.509953
Can a woman work in an industrial job in the same way as a man?,Somalia,2021,no,-1,8509953.0,1.0,8.509953
Does the law mandate equal remuneration for work of equal value?,Zimbabwe,2021,no,-1,8449834.0,1.0,8.449834
Can a woman work in an industrial job in the same way as a man?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Can a woman work in a job deemed dangerous in the same way as a man?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Can a woman work at night in the same way as a man?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Can a woman work at night in the same way as a man?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Can a woman work in a job deemed dangerous in the same way as a man?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Does the law mandate equal remuneration for work of equal value?,Cambodia,2021,no,-1,8376956.0,1.0,8.376956
Can a woman work in an industrial job in the same way as a man?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Can a woman work at night in the same way as a man?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Does the law mandate equal remuneration for work of equal value?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Can a woman work in an industrial job in the same way as a man?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Can a woman work in a job deemed dangerous in the same way as a man?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Can a woman work in a job deemed dangerous in the same way as a man?,Guinea,2021,no,-1,6846006.0,1.0,6.846006
Can a woman work in an industrial job in the same way as a man?,Guinea,2021,no,-1,6846006.0,1.0,6.846006
Does the law mandate equal remuneration for work of equal value?,Guinea,2021,yes,1,6846006.0,1.0,6.846006
Can a woman work at night in the same way as a man?,Guinea,2021,yes,1,6846006.0,1.0,6.846006
Can a woman work in a job deemed dangerous in the same way as a man?,Benin,2021,no,-1,6487184.0,1.0,6.487184
Can a woman work in an industrial job in the same way as a man?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Does the law mandate equal remuneration for work of equal value?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Can a woman work at night in the same way as a man?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Can a woman work at night in the same way as a man?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Can a woman work in a job deemed dangerous in the same way as a man?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Can a woman work in an industrial job in the same way as a man?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Does the law mandate equal remuneration for work of equal value?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Does the law mandate equal remuneration for work of equal value?,Tunisia,2021,no,-1,6205901.0,1.0,6.205901
Can a woman work in an industrial job in the same way as a man?,Tunisia,2021,no,-1,6205901.0,1.0,6.205901
Can a woman work in a job deemed dangerous in the same way as a man?,Tunisia,2021,yes,1,6205901.0,1.0,6.205901
Can a woman work at night in the same way as a man?,Tunisia,2021,no,-1,6205901.0,1.0,6.205901
Can a woman work at night in the same way as a man?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Does the law mandate equal remuneration for work of equal value?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Can a woman work in a job deemed dangerous in the same way as a man?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Can a woman work in an industrial job in the same way as a man?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Can a woman work in a job deemed dangerous in the same way as a man?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Can a woman work in an industrial job in the same way as a man?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Does the law mandate equal remuneration for work of equal value?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Can a woman work at night in the same way as a man?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Can a woman work at night in the same way as a man?,Haiti,2021,yes,1,5774718.0,1.0,5.774718
Does the law mandate equal remuneration for work of equal value?,Haiti,2021,yes,1,5774718.0,1.0,5.774718
Can a woman work in an industrial job in the same way as a man?,Haiti,2021,yes,1,5774718.0,1.0,5.774718
Can a woman work in a job deemed dangerous in the same way as a man?,Haiti,2021,yes,1,5774718.0,1.0,5.774718
Can a woman work at night in the same way as a man?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Can a woman work in a job deemed dangerous in the same way as a man?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Can a woman work in an industrial job in the same way as a man?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Does the law mandate equal remuneration for work of equal value?,Dominican Republic,2021,no,-1,5535650.0,1.0,5.53565
Can a woman work at night in the same way as a man?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Does the law mandate equal remuneration for work of equal value?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Can a woman work in an industrial job in the same way as a man?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Can a woman work in a job deemed dangerous in the same way as a man?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Can a woman work in an industrial job in the same way as a man?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Can a woman work in a job deemed dangerous in the same way as a man?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Does the law mandate equal remuneration for work of equal value?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Can a woman work at night in the same way as a man?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Can a woman work in an industrial job in the same way as a man?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Does the law mandate equal remuneration for work of equal value?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Can a woman work at night in the same way as a man?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Can a woman work in a job deemed dangerous in the same way as a man?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Can a woman work in an industrial job in the same way as a man?,Jordan,2021,no,-1,5368123.0,1.0,5.368123
Does the law mandate equal remuneration for work of equal value?,Jordan,2021,yes,1,5368123.0,1.0,5.368123
Can a woman work at night in the same way as a man?,Jordan,2021,yes,1,5368123.0,1.0,5.368123
Can a woman work in a job deemed dangerous in the same way as a man?,Jordan,2021,yes,1,5368123.0,1.0,5.368123
Can a woman work at night in the same way as a man?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Does the law mandate equal remuneration for work of equal value?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Can a woman work in an industrial job in the same way as a man?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Can a woman work in a job deemed dangerous in the same way as a man?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Can a woman work in a job deemed dangerous in the same way as a man?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Can a woman work in an industrial job in the same way as a man?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Can a woman work at night in the same way as a man?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Does the law mandate equal remuneration for work of equal value?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Can a woman work in an industrial job in the same way as a man?,Azerbaijan,2021,no,-1,5135000.0,1.0,5.135
Does the law mandate equal remuneration for work of equal value?,Azerbaijan,2021,no,-1,5135000.0,1.0,5.135
Can a woman work at night in the same way as a man?,Azerbaijan,2021,no,-1,5135000.0,1.0,5.135
Can a woman work in a job deemed dangerous in the same way as a man?,Azerbaijan,2021,no,-1,5135000.0,1.0,5.135
Can a woman work in an industrial job in the same way as a man?,Honduras,2021,yes,1,5087643.0,1.0,5.087643
Can a woman work in a job deemed dangerous in the same way as a man?,Honduras,2021,no,-1,5087643.0,1.0,5.087643
Does the law mandate equal remuneration for work of equal value?,Honduras,2021,no,-1,5087643.0,1.0,5.087643
Can a woman work at night in the same way as a man?,Honduras,2021,yes,1,5087643.0,1.0,5.087643
Can a woman work in a job deemed dangerous in the same way as a man?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Can a woman work in an industrial job in the same way as a man?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Does the law mandate equal remuneration for work of equal value?,Hungary,2021,no,-1,5055557.0,1.0,5.055557
Can a woman work at night in the same way as a man?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Can a woman work at night in the same way as a man?,Belarus,2021,yes,1,5034947.0,1.0,5.034947
Can a woman work in an industrial job in the same way as a man?,Belarus,2021,no,-1,5034947.0,1.0,5.034947
Can a woman work in a job deemed dangerous in the same way as a man?,Belarus,2021,no,-1,5034947.0,1.0,5.034947
Does the law mandate equal remuneration for work of equal value?,Belarus,2021,yes,1,5034947.0,1.0,5.034947
Can a woman work in a job deemed dangerous in the same way as a man?,Tajikistan,2021,no,-1,4843921.0,1.0,4.843921
Can a woman work in an industrial job in the same way as a man?,Tajikistan,2021,no,-1,4843921.0,1.0,4.843921
Does the law mandate equal remuneration for work of equal value?,Tajikistan,2021,yes,1,4843921.0,1.0,4.843921
Can a woman work at night in the same way as a man?,Tajikistan,2021,yes,1,4843921.0,1.0,4.843921
Can a woman work in an industrial job in the same way as a man?,Papua New Guinea,2021,no,-1,4811553.0,1.0,4.811553
Can a woman work in a job deemed dangerous in the same way as a man?,Papua New Guinea,2021,no,-1,4811553.0,1.0,4.811553
Can a woman work at night in the same way as a man?,Papua New Guinea,2021,yes,1,4811553.0,1.0,4.811553
Does the law mandate equal remuneration for work of equal value?,Papua New Guinea,2021,no,-1,4811553.0,1.0,4.811553
Can a woman work in an industrial job in the same way as a man?,Israel,2021,no,-1,4695549.0,1.0,4.695549
Can a woman work in a job deemed dangerous in the same way as a man?,Israel,2021,no,-1,4695549.0,1.0,4.695549
Does the law mandate equal remuneration for work of equal value?,Israel,2021,yes,1,4695549.0,1.0,4.695549
Can a woman work at night in the same way as a man?,Israel,2021,yes,1,4695549.0,1.0,4.695549
Does the law mandate equal remuneration for work of equal value?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Can a woman work in an industrial job in the same way as a man?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Can a woman work in a job deemed dangerous in the same way as a man?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Can a woman work at night in the same way as a man?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Can a woman work at night in the same way as a man?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Can a woman work in a job deemed dangerous in the same way as a man?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Can a woman work in an industrial job in the same way as a man?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Does the law mandate equal remuneration for work of equal value?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Can a woman work at night in the same way as a man?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Does the law mandate equal remuneration for work of equal value?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Can a woman work in an industrial job in the same way as a man?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Can a woman work in a job deemed dangerous in the same way as a man?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Can a woman work in a job deemed dangerous in the same way as a man?,Sierra Leone,2021,yes,1,4201801.0,1.0,4.201801
Can a woman work in an industrial job in the same way as a man?,Sierra Leone,2021,no,-1,4201801.0,1.0,4.201801
Does the law mandate equal remuneration for work of equal value?,Sierra Leone,2021,no,-1,4201801.0,1.0,4.201801
Can a woman work at night in the same way as a man?,Sierra Leone,2021,yes,1,4201801.0,1.0,4.201801
Can a woman work at night in the same way as a man?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Can a woman work in an industrial job in the same way as a man?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Can a woman work in a job deemed dangerous in the same way as a man?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Does the law mandate equal remuneration for work of equal value?,Hong Kong,2021,no,-1,3994078.0,1.0,3.994078
Does the law mandate equal remuneration for work of equal value?,Laos,2021,no,-1,3682483.0,1.0,3.682483
Can a woman work at night in the same way as a man?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Can a woman work in a job deemed dangerous in the same way as a man?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Can a woman work in an industrial job in the same way as a man?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Can a woman work in a job deemed dangerous in the same way as a man?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Does the law mandate equal remuneration for work of equal value?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Can a woman work in an industrial job in the same way as a man?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Can a woman work at night in the same way as a man?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Can a woman work at night in the same way as a man?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Does the law mandate equal remuneration for work of equal value?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Can a woman work in an industrial job in the same way as a man?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Can a woman work in a job deemed dangerous in the same way as a man?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Can a woman work at night in the same way as a man?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Can a woman work in a job deemed dangerous in the same way as a man?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Can a woman work in an industrial job in the same way as a man?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Does the law mandate equal remuneration for work of equal value?,Nicaragua,2021,no,-1,3474910.0,1.0,3.47491
Can a woman work at night in the same way as a man?,Kyrgyz Republic,2021,yes,1,3405781.0,1.0,3.405781
Does the law mandate equal remuneration for work of equal value?,Kyrgyz Republic,2021,no,-1,3405781.0,1.0,3.405781
Can a woman work in a job deemed dangerous in the same way as a man?,Kyrgyz Republic,2021,no,-1,3405781.0,1.0,3.405781
Can a woman work in an industrial job in the same way as a man?,Kyrgyz Republic,2021,no,-1,3405781.0,1.0,3.405781
Can a woman work at night in the same way as a man?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Does the law mandate equal remuneration for work of equal value?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Can a woman work in an industrial job in the same way as a man?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Can a woman work in a job deemed dangerous in the same way as a man?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Does the law mandate equal remuneration for work of equal value?,Libya,2021,yes,1,3325769.0,1.0,3.325769
Can a woman work at night in the same way as a man?,Libya,2021,yes,1,3325769.0,1.0,3.325769
Can a woman work in a job deemed dangerous in the same way as a man?,Libya,2021,no,-1,3325769.0,1.0,3.325769
Can a woman work in an industrial job in the same way as a man?,Libya,2021,yes,1,3325769.0,1.0,3.325769
Does the law mandate equal remuneration for work of equal value?,El Salvador,2021,no,-1,3307476.0,1.0,3.307476
Can a woman work in an industrial job in the same way as a man?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Can a woman work in a job deemed dangerous in the same way as a man?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Can a woman work at night in the same way as a man?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Can a woman work in a job deemed dangerous in the same way as a man?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Can a woman work at night in the same way as a man?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Does the law mandate equal remuneration for work of equal value?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Can a woman work in an industrial job in the same way as a man?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Can a woman work in a job deemed dangerous in the same way as a man?,Congo Republic,2021,no,-1,2921372.0,1.0,2.921372
Does the law mandate equal remuneration for work of equal value?,Congo Republic,2021,no,-1,2921372.0,1.0,2.921372
Can a woman work at night in the same way as a man?,Congo Republic,2021,yes,1,2921372.0,1.0,2.921372
Can a woman work in an industrial job in the same way as a man?,Congo Republic,2021,no,-1,2921372.0,1.0,2.921372
Does the law mandate equal remuneration for work of equal value?,Lebanon,2021,no,-1,2879140.0,1.0,2.87914
Can a woman work in an industrial job in the same way as a man?,Lebanon,2021,no,-1,2879140.0,1.0,2.87914
Can a woman work in a job deemed dangerous in the same way as a man?,Lebanon,2021,yes,1,2879140.0,1.0,2.87914
Can a woman work at night in the same way as a man?,Lebanon,2021,yes,1,2879140.0,1.0,2.87914
Can a woman work in an industrial job in the same way as a man?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Does the law mandate equal remuneration for work of equal value?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Can a woman work in a job deemed dangerous in the same way as a man?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Can a woman work at night in the same way as a man?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Can a woman work at night in the same way as a man?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Can a woman work in a job deemed dangerous in the same way as a man?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Can a woman work in an industrial job in the same way as a man?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Does the law mandate equal remuneration for work of equal value?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Can a woman work in a job deemed dangerous in the same way as a man?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Can a woman work in an industrial job in the same way as a man?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Does the law mandate equal remuneration for work of equal value?,Slovakia,2021,no,-1,2787545.0,1.0,2.787545
Can a woman work at night in the same way as a man?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Can a woman work at night in the same way as a man?,Central African Republic,2021,yes,1,2728875.0,1.0,2.728875
Does the law mandate equal remuneration for work of equal value?,Central African Republic,2021,no,-1,2728875.0,1.0,2.728875
Can a woman work in a job deemed dangerous in the same way as a man?,Central African Republic,2021,no,-1,2728875.0,1.0,2.728875
Can a woman work in an industrial job in the same way as a man?,Central African Republic,2021,no,-1,2728875.0,1.0,2.728875
Does the law mandate equal remuneration for work of equal value?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Can a woman work in an industrial job in the same way as a man?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Can a woman work in a job deemed dangerous in the same way as a man?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Can a woman work at night in the same way as a man?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Can a woman work in an industrial job in the same way as a man?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Can a woman work in a job deemed dangerous in the same way as a man?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Does the law mandate equal remuneration for work of equal value?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Can a woman work at night in the same way as a man?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Can a woman work at night in the same way as a man?,Singapore,2021,yes,1,2601057.0,1.0,2.601057
Can a woman work in a job deemed dangerous in the same way as a man?,Singapore,2021,yes,1,2601057.0,1.0,2.601057
Does the law mandate equal remuneration for work of equal value?,Singapore,2021,no,-1,2601057.0,1.0,2.601057
Can a woman work in an industrial job in the same way as a man?,Singapore,2021,yes,1,2601057.0,1.0,2.601057
Can a woman work in an industrial job in the same way as a man?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Can a woman work in a job deemed dangerous in the same way as a man?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Does the law mandate equal remuneration for work of equal value?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Can a woman work at night in the same way as a man?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Can a woman work at night in the same way as a man?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Can a woman work in a job deemed dangerous in the same way as a man?,Costa Rica,2021,no,-1,2575216.0,1.0,2.575216
Does the law mandate equal remuneration for work of equal value?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Can a woman work in an industrial job in the same way as a man?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Can a woman work in a job deemed dangerous in the same way as a man?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Can a woman work at night in the same way as a man?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Does the law mandate equal remuneration for work of equal value?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Can a woman work in an industrial job in the same way as a man?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Can a woman work in an industrial job in the same way as a man?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Can a woman work in a job deemed dangerous in the same way as a man?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Does the law mandate equal remuneration for work of equal value?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Can a woman work at night in the same way as a man?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Can a woman work at night in the same way as a man?,Mauritania,2021,yes,1,2354385.0,1.0,2.354385
Does the law mandate equal remuneration for work of equal value?,Mauritania,2021,no,-1,2354385.0,1.0,2.354385
Can a woman work in an industrial job in the same way as a man?,Mauritania,2021,no,-1,2354385.0,1.0,2.354385
Can a woman work in a job deemed dangerous in the same way as a man?,Mauritania,2021,no,-1,2354385.0,1.0,2.354385
Does the law mandate equal remuneration for work of equal value?,Panama,2021,no,-1,2174744.0,1.0,2.174744
Can a woman work at night in the same way as a man?,Panama,2021,yes,1,2174744.0,1.0,2.174744
Can a woman work in a job deemed dangerous in the same way as a man?,Panama,2021,no,-1,2174744.0,1.0,2.174744
Can a woman work in an industrial job in the same way as a man?,Panama,2021,yes,1,2174744.0,1.0,2.174744
Does the law mandate equal remuneration for work of equal value?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Can a woman work in an industrial job in the same way as a man?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Can a woman work in a job deemed dangerous in the same way as a man?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Can a woman work at night in the same way as a man?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Can a woman work at night in the same way as a man?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Does the law mandate equal remuneration for work of equal value?,Georgia,2021,no,-1,1964929.0,1.0,1.964929
Can a woman work in a job deemed dangerous in the same way as a man?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Can a woman work in an industrial job in the same way as a man?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Can a woman work at night in the same way as a man?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Can a woman work in a job deemed dangerous in the same way as a man?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Can a woman work in an industrial job in the same way as a man?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Does the law mandate equal remuneration for work of equal value?,Eritrea,2021,no,-1,1834472.0,1.0,1.834472
Can a woman work in a job deemed dangerous in the same way as a man?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Does the law mandate equal remuneration for work of equal value?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Can a woman work at night in the same way as a man?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Can a woman work in an industrial job in the same way as a man?,Uruguay,2021,no,-1,1766768.0,1.0,1.766768
Can a woman work at night in the same way as a man?,Oman,2021,no,-1,1758703.0,1.0,1.758703
Does the law mandate equal remuneration for work of equal value?,Oman,2021,no,-1,1758703.0,1.0,1.758703
Can a woman work in an industrial job in the same way as a man?,Oman,2021,yes,1,1758703.0,1.0,1.758703
Can a woman work in a job deemed dangerous in the same way as a man?,Oman,2021,no,-1,1758703.0,1.0,1.758703
Can a woman work in a job deemed dangerous in the same way as a man?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Can a woman work at night in the same way as a man?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Does the law mandate equal remuneration for work of equal value?,Puerto Rico,2021,no,-1,1722030.0,1.0,1.72203
Can a woman work in an industrial job in the same way as a man?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Can a woman work at night in the same way as a man?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Does the law mandate equal remuneration for work of equal value?,Mongolia,2021,no,-1,1686321.0,1.0,1.686321
Can a woman work in an industrial job in the same way as a man?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Can a woman work in a job deemed dangerous in the same way as a man?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Can a woman work at night in the same way as a man?,Bosnia and Herzegovina,2021,no,-1,1660775.0,1.0,1.660775
Can a woman work in an industrial job in the same way as a man?,Bosnia and Herzegovina,2021,no,-1,1660775.0,1.0,1.660775
Can a woman work in a job deemed dangerous in the same way as a man?,Bosnia and Herzegovina,2021,yes,1,1660775.0,1.0,1.660775
Does the law mandate equal remuneration for work of equal value?,Bosnia and Herzegovina,2021,yes,1,1660775.0,1.0,1.660775
Does the law mandate equal remuneration for work of equal value?,Kuwait,2021,no,-1,1659419.0,1.0,1.659419
Can a woman work in an industrial job in the same way as a man?,Kuwait,2021,no,-1,1659419.0,1.0,1.659419
Can a woman work at night in the same way as a man?,Kuwait,2021,no,-1,1659419.0,1.0,1.659419
Can a woman work in a job deemed dangerous in the same way as a man?,Kuwait,2021,no,-1,1659419.0,1.0,1.659419
Can a woman work in a job deemed dangerous in the same way as a man?,Armenia,2021,yes,1,1534475.0,1.0,1.534475
Can a woman work at night in the same way as a man?,Armenia,2021,yes,1,1534475.0,1.0,1.534475
Does the law mandate equal remuneration for work of equal value?,Armenia,2021,no,-1,1534475.0,1.0,1.534475
Can a woman work in an industrial job in the same way as a man?,Armenia,2021,yes,1,1534475.0,1.0,1.534475
Can a woman work in a job deemed dangerous in the same way as a man?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Can a woman work in an industrial job in the same way as a man?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Does the law mandate equal remuneration for work of equal value?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Can a woman work at night in the same way as a man?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Can a woman work at night in the same way as a man?,Jamaica,2021,yes,1,1424743.0,1.0,1.424743
Does the law mandate equal remuneration for work of equal value?,Jamaica,2021,no,-1,1424743.0,1.0,1.424743
Can a woman work in an industrial job in the same way as a man?,Jamaica,2021,no,-1,1424743.0,1.0,1.424743
Can a woman work in a job deemed dangerous in the same way as a man?,Jamaica,2021,yes,1,1424743.0,1.0,1.424743
Can a woman work in a job deemed dangerous in the same way as a man?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Does the law mandate equal remuneration for work of equal value?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Can a woman work at night in the same way as a man?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Can a woman work in an industrial job in the same way as a man?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Does the law mandate equal remuneration for work of equal value?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Can a woman work in an industrial job in the same way as a man?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Can a woman work in a job deemed dangerous in the same way as a man?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Can a woman work at night in the same way as a man?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Can a woman work in a job deemed dangerous in the same way as a man?,Gambia,2021,yes,1,1326796.0,1.0,1.326796
Can a woman work at night in the same way as a man?,Gambia,2021,yes,1,1326796.0,1.0,1.326796
Can a woman work in an industrial job in the same way as a man?,Gambia,2021,yes,1,1326796.0,1.0,1.326796
Does the law mandate equal remuneration for work of equal value?,Gambia,2021,no,-1,1326796.0,1.0,1.326796
Can a woman work in an industrial job in the same way as a man?,Botswana,2021,yes,1,1310688.0,1.0,1.310688
Can a woman work in a job deemed dangerous in the same way as a man?,Botswana,2021,yes,1,1310688.0,1.0,1.310688
Does the law mandate equal remuneration for work of equal value?,Botswana,2021,no,-1,1310688.0,1.0,1.310688
