2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
367326300.0,359541600.0,356741700.0,389414200.0,394209400.0,388143100.0,382757300.0,381152500.0,377876800.0,373839000.0,369384800.0,364153600.0,358488300.0,352532900.0
