indicator_name,entity_name,year,value_label,value,female_pop,width,female_pop_annot
Are there criminal penalties or civil remedies for sexual harassment in employment?,Somalia,2021,no,-1,8509953.0,1.0,8.509953
Is there legislation on sexual harassment in employment?,Somalia,2021,no,-1,8509953.0,1.0,8.509953
Does the law prohibit discrimination in employment based on gender?,Somalia,2021,yes,1,8509953.0,1.0,8.509953
Is there legislation on sexual harassment in employment?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Does the law prohibit discrimination in employment based on gender?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Can a woman get a job in the same way as a man?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Are there criminal penalties or civil remedies for sexual harassment in employment?,Zimbabwe,2021,yes,1,8449834.0,1.0,8.449834
Are there criminal penalties or civil remedies for sexual harassment in employment?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Can a woman get a job in the same way as a man?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Is there legislation on sexual harassment in employment?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Does the law prohibit discrimination in employment based on gender?,Cambodia,2021,yes,1,8376956.0,1.0,8.376956
Are there criminal penalties or civil remedies for sexual harassment in employment?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Is there legislation on sexual harassment in employment?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Does the law prohibit discrimination in employment based on gender?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Can a woman get a job in the same way as a man?,Rwanda,2021,yes,1,6879649.0,1.0,6.879649
Can a woman get a job in the same way as a man?,Guinea,2021,yes,1,6846006.0,1.0,6.846006
Does the law prohibit discrimination in employment based on gender?,Guinea,2021,yes,1,6846006.0,1.0,6.846006
Is there legislation on sexual harassment in employment?,Guinea,2021,yes,1,6846006.0,1.0,6.846006
Are there criminal penalties or civil remedies for sexual harassment in employment?,Guinea,2021,yes,1,6846006.0,1.0,6.846006
Can a woman get a job in the same way as a man?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Does the law prohibit discrimination in employment based on gender?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Is there legislation on sexual harassment in employment?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Are there criminal penalties or civil remedies for sexual harassment in employment?,Benin,2021,yes,1,6487184.0,1.0,6.487184
Are there criminal penalties or civil remedies for sexual harassment in employment?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Can a woman get a job in the same way as a man?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Does the law prohibit discrimination in employment based on gender?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Is there legislation on sexual harassment in employment?,Burundi,2021,yes,1,6319427.0,1.0,6.319427
Is there legislation on sexual harassment in employment?,Tunisia,2021,yes,1,6205901.0,1.0,6.205901
Does the law prohibit discrimination in employment based on gender?,Tunisia,2021,no,-1,6205901.0,1.0,6.205901
Can a woman get a job in the same way as a man?,Tunisia,2021,yes,1,6205901.0,1.0,6.205901
Are there criminal penalties or civil remedies for sexual harassment in employment?,Tunisia,2021,yes,1,6205901.0,1.0,6.205901
Are there criminal penalties or civil remedies for sexual harassment in employment?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Is there legislation on sexual harassment in employment?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Can a woman get a job in the same way as a man?,Bolivia,2021,yes,1,6020925.0,1.0,6.020925
Does the law prohibit discrimination in employment based on gender?,Bolivia,2021,no,-1,6020925.0,1.0,6.020925
Can a woman get a job in the same way as a man?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Does the law prohibit discrimination in employment based on gender?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Is there legislation on sexual harassment in employment?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Are there criminal penalties or civil remedies for sexual harassment in employment?,Belgium,2021,yes,1,5867228.0,1.0,5.867228
Are there criminal penalties or civil remedies for sexual harassment in employment?,Haiti,2021,no,-1,5774718.0,1.0,5.774718
Is there legislation on sexual harassment in employment?,Haiti,2021,no,-1,5774718.0,1.0,5.774718
Does the law prohibit discrimination in employment based on gender?,Haiti,2021,yes,1,5774718.0,1.0,5.774718
Can a woman get a job in the same way as a man?,Haiti,2021,yes,1,5774718.0,1.0,5.774718
Are there criminal penalties or civil remedies for sexual harassment in employment?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Can a woman get a job in the same way as a man?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Does the law prohibit discrimination in employment based on gender?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Is there legislation on sexual harassment in employment?,Dominican Republic,2021,yes,1,5535650.0,1.0,5.53565
Are there criminal penalties or civil remedies for sexual harassment in employment?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Is there legislation on sexual harassment in employment?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Does the law prohibit discrimination in employment based on gender?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Can a woman get a job in the same way as a man?,Portugal,2021,yes,1,5453881.0,1.0,5.453881
Does the law prohibit discrimination in employment based on gender?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Can a woman get a job in the same way as a man?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Is there legislation on sexual harassment in employment?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Are there criminal penalties or civil remedies for sexual harassment in employment?,Greece,2021,yes,1,5428390.0,1.0,5.42839
Does the law prohibit discrimination in employment based on gender?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Is there legislation on sexual harassment in employment?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Are there criminal penalties or civil remedies for sexual harassment in employment?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Can a woman get a job in the same way as a man?,South Sudan,2021,yes,1,5427688.0,1.0,5.427688
Does the law prohibit discrimination in employment based on gender?,Jordan,2021,no,-1,5368123.0,1.0,5.368123
Is there legislation on sexual harassment in employment?,Jordan,2021,no,-1,5368123.0,1.0,5.368123
Are there criminal penalties or civil remedies for sexual harassment in employment?,Jordan,2021,no,-1,5368123.0,1.0,5.368123
Can a woman get a job in the same way as a man?,Jordan,2021,no,-1,5368123.0,1.0,5.368123
Are there criminal penalties or civil remedies for sexual harassment in employment?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Is there legislation on sexual harassment in employment?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Does the law prohibit discrimination in employment based on gender?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Can a woman get a job in the same way as a man?,Czech Republic,2021,yes,1,5331795.0,1.0,5.331795
Can a woman get a job in the same way as a man?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Does the law prohibit discrimination in employment based on gender?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Are there criminal penalties or civil remedies for sexual harassment in employment?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Is there legislation on sexual harassment in employment?,Sweden,2021,yes,1,5169131.0,1.0,5.169131
Does the law prohibit discrimination in employment based on gender?,Azerbaijan,2021,yes,1,5135000.0,1.0,5.135
Is there legislation on sexual harassment in employment?,Azerbaijan,2021,yes,1,5135000.0,1.0,5.135
Are there criminal penalties or civil remedies for sexual harassment in employment?,Azerbaijan,2021,yes,1,5135000.0,1.0,5.135
Can a woman get a job in the same way as a man?,Azerbaijan,2021,yes,1,5135000.0,1.0,5.135
Does the law prohibit discrimination in employment based on gender?,Honduras,2021,yes,1,5087643.0,1.0,5.087643
Can a woman get a job in the same way as a man?,Honduras,2021,yes,1,5087643.0,1.0,5.087643
Is there legislation on sexual harassment in employment?,Honduras,2021,yes,1,5087643.0,1.0,5.087643
Are there criminal penalties or civil remedies for sexual harassment in employment?,Honduras,2021,yes,1,5087643.0,1.0,5.087643
Can a woman get a job in the same way as a man?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Does the law prohibit discrimination in employment based on gender?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Is there legislation on sexual harassment in employment?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Are there criminal penalties or civil remedies for sexual harassment in employment?,Hungary,2021,yes,1,5055557.0,1.0,5.055557
Are there criminal penalties or civil remedies for sexual harassment in employment?,Belarus,2021,no,-1,5034947.0,1.0,5.034947
Does the law prohibit discrimination in employment based on gender?,Belarus,2021,yes,1,5034947.0,1.0,5.034947
Can a woman get a job in the same way as a man?,Belarus,2021,yes,1,5034947.0,1.0,5.034947
Is there legislation on sexual harassment in employment?,Belarus,2021,no,-1,5034947.0,1.0,5.034947
Can a woman get a job in the same way as a man?,Tajikistan,2021,yes,1,4843921.0,1.0,4.843921
Does the law prohibit discrimination in employment based on gender?,Tajikistan,2021,yes,1,4843921.0,1.0,4.843921
Is there legislation on sexual harassment in employment?,Tajikistan,2021,no,-1,4843921.0,1.0,4.843921
Are there criminal penalties or civil remedies for sexual harassment in employment?,Tajikistan,2021,no,-1,4843921.0,1.0,4.843921
Does the law prohibit discrimination in employment based on gender?,Papua New Guinea,2021,yes,1,4811553.0,1.0,4.811553
Can a woman get a job in the same way as a man?,Papua New Guinea,2021,yes,1,4811553.0,1.0,4.811553
Are there criminal penalties or civil remedies for sexual harassment in employment?,Papua New Guinea,2021,no,-1,4811553.0,1.0,4.811553
Is there legislation on sexual harassment in employment?,Papua New Guinea,2021,no,-1,4811553.0,1.0,4.811553
Does the law prohibit discrimination in employment based on gender?,Israel,2021,yes,1,4695549.0,1.0,4.695549
Can a woman get a job in the same way as a man?,Israel,2021,yes,1,4695549.0,1.0,4.695549
Is there legislation on sexual harassment in employment?,Israel,2021,yes,1,4695549.0,1.0,4.695549
Are there criminal penalties or civil remedies for sexual harassment in employment?,Israel,2021,yes,1,4695549.0,1.0,4.695549
Is there legislation on sexual harassment in employment?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Does the law prohibit discrimination in employment based on gender?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Can a woman get a job in the same way as a man?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Are there criminal penalties or civil remedies for sexual harassment in employment?,Austria,2021,yes,1,4548093.0,1.0,4.548093
Are there criminal penalties or civil remedies for sexual harassment in employment?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Can a woman get a job in the same way as a man?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Does the law prohibit discrimination in employment based on gender?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Is there legislation on sexual harassment in employment?,Switzerland,2021,yes,1,4383460.0,1.0,4.38346
Are there criminal penalties or civil remedies for sexual harassment in employment?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Is there legislation on sexual harassment in employment?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Does the law prohibit discrimination in employment based on gender?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Can a woman get a job in the same way as a man?,Togo,2021,yes,1,4299551.0,1.0,4.299551
Can a woman get a job in the same way as a man?,Sierra Leone,2021,yes,1,4201801.0,1.0,4.201801
Does the law prohibit discrimination in employment based on gender?,Sierra Leone,2021,no,-1,4201801.0,1.0,4.201801
Is there legislation on sexual harassment in employment?,Sierra Leone,2021,yes,1,4201801.0,1.0,4.201801
Are there criminal penalties or civil remedies for sexual harassment in employment?,Sierra Leone,2021,yes,1,4201801.0,1.0,4.201801
Are there criminal penalties or civil remedies for sexual harassment in employment?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Does the law prohibit discrimination in employment based on gender?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Can a woman get a job in the same way as a man?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Is there legislation on sexual harassment in employment?,Hong Kong,2021,yes,1,3994078.0,1.0,3.994078
Is there legislation on sexual harassment in employment?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Are there criminal penalties or civil remedies for sexual harassment in employment?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Can a woman get a job in the same way as a man?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Does the law prohibit discrimination in employment based on gender?,Laos,2021,yes,1,3682483.0,1.0,3.682483
Can a woman get a job in the same way as a man?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Is there legislation on sexual harassment in employment?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Does the law prohibit discrimination in employment based on gender?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Are there criminal penalties or civil remedies for sexual harassment in employment?,Serbia,2021,yes,1,3558849.0,1.0,3.558849
Are there criminal penalties or civil remedies for sexual harassment in employment?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Is there legislation on sexual harassment in employment?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Does the law prohibit discrimination in employment based on gender?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Can a woman get a job in the same way as a man?,Bulgaria,2021,yes,1,3542329.0,1.0,3.542329
Are there criminal penalties or civil remedies for sexual harassment in employment?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Can a woman get a job in the same way as a man?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Does the law prohibit discrimination in employment based on gender?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Is there legislation on sexual harassment in employment?,Nicaragua,2021,yes,1,3474910.0,1.0,3.47491
Are there criminal penalties or civil remedies for sexual harassment in employment?,Kyrgyz Republic,2021,yes,1,3405781.0,1.0,3.405781
Is there legislation on sexual harassment in employment?,Kyrgyz Republic,2021,yes,1,3405781.0,1.0,3.405781
Can a woman get a job in the same way as a man?,Kyrgyz Republic,2021,yes,1,3405781.0,1.0,3.405781
Does the law prohibit discrimination in employment based on gender?,Kyrgyz Republic,2021,yes,1,3405781.0,1.0,3.405781
Are there criminal penalties or civil remedies for sexual harassment in employment?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Is there legislation on sexual harassment in employment?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Does the law prohibit discrimination in employment based on gender?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Can a woman get a job in the same way as a man?,Paraguay,2021,yes,1,3338534.0,1.0,3.338534
Is there legislation on sexual harassment in employment?,Libya,2021,no,-1,3325769.0,1.0,3.325769
Are there criminal penalties or civil remedies for sexual harassment in employment?,Libya,2021,no,-1,3325769.0,1.0,3.325769
Can a woman get a job in the same way as a man?,Libya,2021,yes,1,3325769.0,1.0,3.325769
Does the law prohibit discrimination in employment based on gender?,Libya,2021,yes,1,3325769.0,1.0,3.325769
Is there legislation on sexual harassment in employment?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Does the law prohibit discrimination in employment based on gender?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Can a woman get a job in the same way as a man?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Are there criminal penalties or civil remedies for sexual harassment in employment?,El Salvador,2021,yes,1,3307476.0,1.0,3.307476
Can a woman get a job in the same way as a man?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Are there criminal penalties or civil remedies for sexual harassment in employment?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Is there legislation on sexual harassment in employment?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Does the law prohibit discrimination in employment based on gender?,Denmark,2021,yes,1,2943337.0,1.0,2.943337
Can a woman get a job in the same way as a man?,Congo Republic,2021,yes,1,2921372.0,1.0,2.921372
Is there legislation on sexual harassment in employment?,Congo Republic,2021,no,-1,2921372.0,1.0,2.921372
Are there criminal penalties or civil remedies for sexual harassment in employment?,Congo Republic,2021,no,-1,2921372.0,1.0,2.921372
Does the law prohibit discrimination in employment based on gender?,Congo Republic,2021,no,-1,2921372.0,1.0,2.921372
Is there legislation on sexual harassment in employment?,Lebanon,2021,yes,1,2879140.0,1.0,2.87914
Does the law prohibit discrimination in employment based on gender?,Lebanon,2021,yes,1,2879140.0,1.0,2.87914
Can a woman get a job in the same way as a man?,Lebanon,2021,yes,1,2879140.0,1.0,2.87914
Are there criminal penalties or civil remedies for sexual harassment in employment?,Lebanon,2021,yes,1,2879140.0,1.0,2.87914
Does the law prohibit discrimination in employment based on gender?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Is there legislation on sexual harassment in employment?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Can a woman get a job in the same way as a man?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Are there criminal penalties or civil remedies for sexual harassment in employment?,United Arab Emirates,2021,yes,1,2853108.0,1.0,2.853108
Are there criminal penalties or civil remedies for sexual harassment in employment?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Can a woman get a job in the same way as a man?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Does the law prohibit discrimination in employment based on gender?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Is there legislation on sexual harassment in employment?,Finland,2021,yes,1,2803508.0,1.0,2.803508
Can a woman get a job in the same way as a man?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Does the law prohibit discrimination in employment based on gender?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Is there legislation on sexual harassment in employment?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Are there criminal penalties or civil remedies for sexual harassment in employment?,Slovakia,2021,yes,1,2787545.0,1.0,2.787545
Are there criminal penalties or civil remedies for sexual harassment in employment?,Central African Republic,2021,yes,1,2728875.0,1.0,2.728875
Is there legislation on sexual harassment in employment?,Central African Republic,2021,yes,1,2728875.0,1.0,2.728875
Can a woman get a job in the same way as a man?,Central African Republic,2021,yes,1,2728875.0,1.0,2.728875
Does the law prohibit discrimination in employment based on gender?,Central African Republic,2021,yes,1,2728875.0,1.0,2.728875
Is there legislation on sexual harassment in employment?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Does the law prohibit discrimination in employment based on gender?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Can a woman get a job in the same way as a man?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Are there criminal penalties or civil remedies for sexual harassment in employment?,Norway,2021,yes,1,2680087.0,1.0,2.680087
Does the law prohibit discrimination in employment based on gender?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Can a woman get a job in the same way as a man?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Is there legislation on sexual harassment in employment?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Are there criminal penalties or civil remedies for sexual harassment in employment?,Liberia,2021,yes,1,2608243.0,1.0,2.608243
Are there criminal penalties or civil remedies for sexual harassment in employment?,Singapore,2021,yes,1,2601057.0,1.0,2.601057
Can a woman get a job in the same way as a man?,Singapore,2021,yes,1,2601057.0,1.0,2.601057
Is there legislation on sexual harassment in employment?,Singapore,2021,yes,1,2601057.0,1.0,2.601057
Does the law prohibit discrimination in employment based on gender?,Singapore,2021,no,-1,2601057.0,1.0,2.601057
Does the law prohibit discrimination in employment based on gender?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Can a woman get a job in the same way as a man?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Is there legislation on sexual harassment in employment?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Are there criminal penalties or civil remedies for sexual harassment in employment?,New Zealand,2021,yes,1,2583772.0,1.0,2.583772
Are there criminal penalties or civil remedies for sexual harassment in employment?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Can a woman get a job in the same way as a man?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Is there legislation on sexual harassment in employment?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Does the law prohibit discrimination in employment based on gender?,Costa Rica,2021,yes,1,2575216.0,1.0,2.575216
Can a woman get a job in the same way as a man?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Are there criminal penalties or civil remedies for sexual harassment in employment?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Is there legislation on sexual harassment in employment?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Does the law prohibit discrimination in employment based on gender?,Ireland,2021,yes,1,2539135.0,1.0,2.539135
Does the law prohibit discrimination in employment based on gender?,Palestine,2021,yes,1,2467389.0,1.0,2.467389
Can a woman get a job in the same way as a man?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Is there legislation on sexual harassment in employment?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Are there criminal penalties or civil remedies for sexual harassment in employment?,Palestine,2021,no,-1,2467389.0,1.0,2.467389
Are there criminal penalties or civil remedies for sexual harassment in employment?,Mauritania,2021,no,-1,2354385.0,1.0,2.354385
Is there legislation on sexual harassment in employment?,Mauritania,2021,no,-1,2354385.0,1.0,2.354385
Does the law prohibit discrimination in employment based on gender?,Mauritania,2021,yes,1,2354385.0,1.0,2.354385
Can a woman get a job in the same way as a man?,Mauritania,2021,no,-1,2354385.0,1.0,2.354385
Is there legislation on sexual harassment in employment?,Panama,2021,yes,1,2174744.0,1.0,2.174744
Are there criminal penalties or civil remedies for sexual harassment in employment?,Panama,2021,yes,1,2174744.0,1.0,2.174744
Can a woman get a job in the same way as a man?,Panama,2021,yes,1,2174744.0,1.0,2.174744
Does the law prohibit discrimination in employment based on gender?,Panama,2021,yes,1,2174744.0,1.0,2.174744
Is there legislation on sexual harassment in employment?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Does the law prohibit discrimination in employment based on gender?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Can a woman get a job in the same way as a man?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Are there criminal penalties or civil remedies for sexual harassment in employment?,Croatia,2021,yes,1,2000607.0,1.0,2.000607
Are there criminal penalties or civil remedies for sexual harassment in employment?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Is there legislation on sexual harassment in employment?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Can a woman get a job in the same way as a man?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Does the law prohibit discrimination in employment based on gender?,Georgia,2021,yes,1,1964929.0,1.0,1.964929
Are there criminal penalties or civil remedies for sexual harassment in employment?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Can a woman get a job in the same way as a man?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Does the law prohibit discrimination in employment based on gender?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Is there legislation on sexual harassment in employment?,Eritrea,2021,yes,1,1834472.0,1.0,1.834472
Can a woman get a job in the same way as a man?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Is there legislation on sexual harassment in employment?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Are there criminal penalties or civil remedies for sexual harassment in employment?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Does the law prohibit discrimination in employment based on gender?,Uruguay,2021,yes,1,1766768.0,1.0,1.766768
Are there criminal penalties or civil remedies for sexual harassment in employment?,Oman,2021,yes,1,1758703.0,1.0,1.758703
Is there legislation on sexual harassment in employment?,Oman,2021,yes,1,1758703.0,1.0,1.758703
Does the law prohibit discrimination in employment based on gender?,Oman,2021,no,-1,1758703.0,1.0,1.758703
Can a woman get a job in the same way as a man?,Oman,2021,yes,1,1758703.0,1.0,1.758703
Can a woman get a job in the same way as a man?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Are there criminal penalties or civil remedies for sexual harassment in employment?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Is there legislation on sexual harassment in employment?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Does the law prohibit discrimination in employment based on gender?,Puerto Rico,2021,yes,1,1722030.0,1.0,1.72203
Are there criminal penalties or civil remedies for sexual harassment in employment?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Is there legislation on sexual harassment in employment?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Does the law prohibit discrimination in employment based on gender?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Can a woman get a job in the same way as a man?,Mongolia,2021,yes,1,1686321.0,1.0,1.686321
Are there criminal penalties or civil remedies for sexual harassment in employment?,Bosnia and Herzegovina,2021,yes,1,1660775.0,1.0,1.660775
Does the law prohibit discrimination in employment based on gender?,Bosnia and Herzegovina,2021,yes,1,1660775.0,1.0,1.660775
Can a woman get a job in the same way as a man?,Bosnia and Herzegovina,2021,yes,1,1660775.0,1.0,1.660775
Is there legislation on sexual harassment in employment?,Bosnia and Herzegovina,2021,yes,1,1660775.0,1.0,1.660775
Is there legislation on sexual harassment in employment?,Kuwait,2021,yes,1,1659419.0,1.0,1.659419
Does the law prohibit discrimination in employment based on gender?,Kuwait,2021,yes,1,1659419.0,1.0,1.659419
Are there criminal penalties or civil remedies for sexual harassment in employment?,Kuwait,2021,no,-1,1659419.0,1.0,1.659419
Can a woman get a job in the same way as a man?,Kuwait,2021,no,-1,1659419.0,1.0,1.659419
Can a woman get a job in the same way as a man?,Armenia,2021,yes,1,1534475.0,1.0,1.534475
Are there criminal penalties or civil remedies for sexual harassment in employment?,Armenia,2021,no,-1,1534475.0,1.0,1.534475
Is there legislation on sexual harassment in employment?,Armenia,2021,no,-1,1534475.0,1.0,1.534475
Does the law prohibit discrimination in employment based on gender?,Armenia,2021,yes,1,1534475.0,1.0,1.534475
Can a woman get a job in the same way as a man?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Does the law prohibit discrimination in employment based on gender?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Is there legislation on sexual harassment in employment?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Are there criminal penalties or civil remedies for sexual harassment in employment?,Lithuania,2021,yes,1,1486443.0,1.0,1.486443
Are there criminal penalties or civil remedies for sexual harassment in employment?,Jamaica,2021,no,-1,1424743.0,1.0,1.424743
Is there legislation on sexual harassment in employment?,Jamaica,2021,no,-1,1424743.0,1.0,1.424743
Does the law prohibit discrimination in employment based on gender?,Jamaica,2021,no,-1,1424743.0,1.0,1.424743
Can a woman get a job in the same way as a man?,Jamaica,2021,yes,1,1424743.0,1.0,1.424743
Can a woman get a job in the same way as a man?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Is there legislation on sexual harassment in employment?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Are there criminal penalties or civil remedies for sexual harassment in employment?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Does the law prohibit discrimination in employment based on gender?,Albania,2021,yes,1,1407212.0,1.0,1.407212
Is there legislation on sexual harassment in employment?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Does the law prohibit discrimination in employment based on gender?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Can a woman get a job in the same way as a man?,Moldova,2021,yes,1,1373816.0,1.0,1.373816
Are there criminal penalties or civil remedies for sexual harassment in employment?,Moldova,2021,no,-1,1373816.0,1.0,1.373816
Can a woman get a job in the same way as a man?,Gambia,2021,yes,1,1326796.0,1.0,1.326796
Are there criminal penalties or civil remedies for sexual harassment in employment?,Gambia,2021,no,-1,1326796.0,1.0,1.326796
Does the law prohibit discrimination in employment based on gender?,Gambia,2021,yes,1,1326796.0,1.0,1.326796
Is there legislation on sexual harassment in employment?,Gambia,2021,no,-1,1326796.0,1.0,1.326796
Does the law prohibit discrimination in employment based on gender?,Botswana,2021,no,-1,1310688.0,1.0,1.310688
Can a woman get a job in the same way as a man?,Botswana,2021,yes,1,1310688.0,1.0,1.310688
Is there legislation on sexual harassment in employment?,Botswana,2021,no,-1,1310688.0,1.0,1.310688
Are there criminal penalties or civil remedies for sexual harassment in employment?,Botswana,2021,no,-1,1310688.0,1.0,1.310688
Are there criminal penalties or civil remedies for sexual harassment in employment?,Namibia,2021,yes,1,1308985.0,1.0,1.308985
Can a woman get a job in the same way as a man?,Namibia,2021,yes,1,1308985.0,1.0,1.308985
